SN_Number,影片名稱,年份,集數,觀看人數,網址
80454,轟轟戰隊冒險者 VS 超級戰隊,2007/03,第1集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=80454
112577,地獄少女 二籠,2006/10,第26集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=112577
16040,家庭教師 HITMAN REBORN！,2006/10,第203集,6349,https://ani.gamer.com.tw/animeRef.php?sn=16040
739,史上最強弟子兼一,2006/10,第50集,4.1萬,https://ani.gamer.com.tw/animeRef.php?sn=739
16535,死亡筆記本,2006/10,第37集,781.8萬,https://ani.gamer.com.tw/animeRef.php?sn=16535
20989,怪醫黑傑克 21,2006/04,第17集,196.9萬,https://ani.gamer.com.tw/animeRef.php?sn=20989
364,NANA,2006/04,第50集,134.6萬,https://ani.gamer.com.tw/animeRef.php?sn=364
252,櫻蘭高校男公關部,2006/04,第26集,27.4萬,https://ani.gamer.com.tw/animeRef.php?sn=252
96528,魔法戰隊 VS 特搜戰隊,2006/03,第1集,102.7萬,https://ani.gamer.com.tw/animeRef.php?sn=96528
434,假面騎士 THE FIRST,2005/11,第1集,66.1萬,https://ani.gamer.com.tw/animeRef.php?sn=434
112576,地獄少女,2005/10,第26集,7870,https://ani.gamer.com.tw/animeRef.php?sn=112576
168,鋼之鍊金術師 香巴拉的征服者 劇場版,2005/07,第1集,7424,https://ani.gamer.com.tw/animeRef.php?sn=168
107905,企鵝家族 第六季,2005/01,第13集,8.3萬,https://ani.gamer.com.tw/animeRef.php?sn=107905
112450,烘焙王,2004/10,第69集,6.2萬,https://ani.gamer.com.tw/animeRef.php?sn=112450
20672,怪醫黑傑克,2004/10,第63集,5995,https://ani.gamer.com.tw/animeRef.php?sn=20672
20024,蒸汽男孩,2004/07,第1集,203.3萬,https://ani.gamer.com.tw/animeRef.php?sn=20024
112499,KERORO 軍曹,2004/04,第51集,64萬,https://ani.gamer.com.tw/animeRef.php?sn=112499
80437,爆龍戰隊 VS 忍風戰隊,2004/03,第1集,3.3萬,https://ani.gamer.com.tw/animeRef.php?sn=80437
112492,棋靈王特別篇：邁向北斗盃之路,2004/01,第1集,37.5萬,https://ani.gamer.com.tw/animeRef.php?sn=112492
55655,怪醫黑傑克特別版 4 個生命奇蹟,2003/12,第4集,1.3萬,https://ani.gamer.com.tw/animeRef.php?sn=55655
16352,東京教父,2003/11,第1集,2.5萬,https://ani.gamer.com.tw/animeRef.php?sn=16352
227,鋼之鍊金術師 2003,2003/10,第51集,5.9萬,https://ani.gamer.com.tw/animeRef.php?sn=227
80438,爆龍戰隊電影版,2003/08,第1集,5.5萬,https://ani.gamer.com.tw/animeRef.php?sn=80438
107904,企鵝家族 第五季,2003/08,第13集,167.5萬,https://ani.gamer.com.tw/animeRef.php?sn=107904
80413,忍風戰隊 vs 百獸戰隊,2003/03,第1集,9392,https://ani.gamer.com.tw/animeRef.php?sn=80413
112421,火影忍者,2002/10,第220集,4526,https://ani.gamer.com.tw/animeRef.php?sn=112421
112515,花田少年史,2002/10,第25集,1.6萬,https://ani.gamer.com.tw/animeRef.php?sn=112515
80414,忍風戰隊電影版,2002/08,第1集,179.3萬,https://ani.gamer.com.tw/animeRef.php?sn=80414
103955,機動警察 迷你版,2002/05,第1集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=103955
308,我們這一家,2002/04,第149集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=308
38224,機動警察 劇場版 3,2002/03,第1集,6306,https://ani.gamer.com.tw/animeRef.php?sn=38224
106245,帕盧姆之樹,2002/03,第1集,112.2萬,https://ani.gamer.com.tw/animeRef.php?sn=106245
31127,秀逗魔導士 PREMIUM,2001/12,第1集,2.5萬,https://ani.gamer.com.tw/animeRef.php?sn=31127
112447,棋靈王,2001/10,第75集,6911,https://ani.gamer.com.tw/animeRef.php?sn=112447
80412,百獸戰隊電影版,2001/09,第1集,6960,https://ani.gamer.com.tw/animeRef.php?sn=80412
80411,百獸戰隊 VS 超級戰隊,2001/08,第1集,83.9萬,https://ani.gamer.com.tw/animeRef.php?sn=80411
96527,未來戰隊 VS 救急戰隊,2001/03,第1集,1.3萬,https://ani.gamer.com.tw/animeRef.php?sn=96527
103621,幸運女神 劇場版,2000/10,第1集,1萬,https://ani.gamer.com.tw/animeRef.php?sn=103621
112427,犬夜叉,2000/10,第167集,2629,https://ani.gamer.com.tw/animeRef.php?sn=112427
19972,人狼,2000/06,第1集,2.1萬,https://ani.gamer.com.tw/animeRef.php?sn=19972
31128,秀逗魔導士 SPECIAL,2000/04,第3集,71.3萬,https://ani.gamer.com.tw/animeRef.php?sn=31128
33677,捍衛者 GATE KEEPERS,2000/04,第24集,2.8萬,https://ani.gamer.com.tw/animeRef.php?sn=33677
96525,救急戰隊 VS 星獸戰隊,2000/03,第1集,1.1萬,https://ani.gamer.com.tw/animeRef.php?sn=96525
31126,秀逗魔導士 GORGEOUS,1999/08,第1集,2.9萬,https://ani.gamer.com.tw/animeRef.php?sn=31126
96524,救急戰隊特別篇 衝突！新出現的超戰士,1999/07,第1集,2151,https://ani.gamer.com.tw/animeRef.php?sn=96524
101527,庫洛魔法使 第二季,1999/04,第35集,9360,https://ani.gamer.com.tw/animeRef.php?sn=101527
19933,伊甸少年,1999/04,第26集,2026,https://ani.gamer.com.tw/animeRef.php?sn=19933
96526,星獸戰隊 VS 電磁戰隊,1999/03,第1集,65.3萬,https://ani.gamer.com.tw/animeRef.php?sn=96526
31129,秀逗魔導士 EXCELLENT,1998/10,第3集,1.2萬,https://ani.gamer.com.tw/animeRef.php?sn=31129
112615,男女蹺蹺板,1998/10,第26集,2195,https://ani.gamer.com.tw/animeRef.php?sn=112615
17629,庫洛魔法使 第一季,1998/04,第35集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=17629
96522,電磁戰隊 VS 激走戰隊,1998/03,第1集,8.7萬,https://ani.gamer.com.tw/animeRef.php?sn=96522
107903,企鵝家族 第四季,1998/01,第13集,73.5萬,https://ani.gamer.com.tw/animeRef.php?sn=107903
112606,超魔神英雄傳,1997/10,第51集,1893,https://ani.gamer.com.tw/animeRef.php?sn=112606
31125,秀逗魔導士 GREAT,1997/08,第1集,6480,https://ani.gamer.com.tw/animeRef.php?sn=31125
96521,激走戰隊 VS 超力戰隊,1997/03,第1集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=96521
31123,秀逗魔導士 RETURN,1996/08,第1集,最近搜尋,https://ani.gamer.com.tw/animeRef.php?sn=31123
106232,水晶國傳說 OVA,1996/04,第3集,熱門搜尋,https://ani.gamer.com.tw/animeRef.php?sn=106232
96523,超力戰隊 VS 忍者戰隊,1996/03,第1集,8687,https://ani.gamer.com.tw/animeRef.php?sn=96523
167,神劍闖江湖,1996/01,第80集,6878,https://ani.gamer.com.tw/animeRef.php?sn=167
112448,名偵探柯南,1996/01,第981集,3808,https://ani.gamer.com.tw/animeRef.php?sn=112448
103555,秀逗魔導士 完全無欠版,1995/08,第1集,65.4萬,https://ani.gamer.com.tw/animeRef.php?sn=103555
106231,水晶國傳說～初次旅行的冒險者們～,1995/07,第1集,99.6萬,https://ani.gamer.com.tw/animeRef.php?sn=106231
107902,企鵝家族 第三季,1995/06,第13集,2萬,https://ani.gamer.com.tw/animeRef.php?sn=107902
39474,怪醫黑傑克 OVA,1993/12,第12集,6742,https://ani.gamer.com.tw/animeRef.php?sn=39474
111100,魔神英雄傳 永恆傳說,1993/10,第3集,9207,https://ani.gamer.com.tw/animeRef.php?sn=111100
38222,機動警察  劇場版 2,1993/08,第1集,40.3萬,https://ani.gamer.com.tw/animeRef.php?sn=38222
84263,新蠟筆小新 S1,1992/04,第26集,1.5萬,https://ani.gamer.com.tw/animeRef.php?sn=84263
21634,蠟筆小新,1992/04,第121集,4萬,https://ani.gamer.com.tw/animeRef.php?sn=21634
107901,企鵝家族 第二季,1991/11,第13集,21萬,https://ani.gamer.com.tw/animeRef.php?sn=107901
30501,城市獵人’91,1991/04,第13集,76.4萬,https://ani.gamer.com.tw/animeRef.php?sn=30501
112498,魔神英雄傳 2,1990/03,第46集,1.8萬,https://ani.gamer.com.tw/animeRef.php?sn=112498
33274,企鵝家族 第一季,1990/03,第13集,2.4萬,https://ani.gamer.com.tw/animeRef.php?sn=33274
30500,城市獵人 3,1989/10,第13集,3萬,https://ani.gamer.com.tw/animeRef.php?sn=30500
110993,真 魔神英雄傳 魔神山篇,1989/08,第2集,8.3萬,https://ani.gamer.com.tw/animeRef.php?sn=110993
38221,機動警察 劇場版 1,1989/07,第1集,3.8萬,https://ani.gamer.com.tw/animeRef.php?sn=38221
20488,五星物語 劇場版,1989/03,第1集,1.6萬,https://ani.gamer.com.tw/animeRef.php?sn=20488
112419,魔神英雄傳,1988/04,第45集,6.7萬,https://ani.gamer.com.tw/animeRef.php?sn=112419
30499,城市獵人 2,1988/04,第63集,2.6萬,https://ani.gamer.com.tw/animeRef.php?sn=30499
112518,迷宮物語,1987/09,第1集,6萬,https://ani.gamer.com.tw/animeRef.php?sn=112518
19171,城市獵人,1987/04,第51集,17萬,https://ani.gamer.com.tw/animeRef.php?sn=19171
112511,卡姆依之劍,1985/03,第1集,3212,https://ani.gamer.com.tw/animeRef.php?sn=112511
